"X", "Y"
-0.86704776,1.51630725
-0.9888373,1.60401212
-0.92208781,-0.2890325
-0.38961381,0.64414288
-0.24191728,0.66761747
1.15219629,-0.75364753
-1.06440377,0.40866105
-1.8011475,1.48411454
-0.32313609,-0.58609222
0.96674326,0.03515208
2.3244463,-2.33564815
1.1972022,-1.03595375
-0.73860863,0.07614221
1.24787004,-0.78131282
-0.90860823,0.3735517
0.3447891,-0.33224935
1.32001424,-0.71455303
1.33022729,-1.32114026
-0.7815572,0.05843024
-0.36208612,-0.26103669
-0.74435104,-0.16226713
1.51861394,-1.37708994
-0.91734359,0.33334447
-0.30018675,0.71332937
-0.22173766,-0.96009236
-0.72571941,1.26235601
1.95535673,-2.05430447
-0.33501268,0.69892677
1.47513069,-1.45515042
-0.45557569,-0.65848771
-0.58149824,0.82986541
-0.71020369,-0.29928054
-0.66833316,1.01012014
1.6635119,-1.24305221
1.4403527,-1.2280514
1.40864193,-1.0014523
1.51028139,-1.57918368
-0.63024001,1.14313309
1.18247123,-0.87012188
-1.01312857,0.54116505
-1.41423882,0.84173732
-0.64748497,0.0081312
-0.5634186,0.76051679
-0.79971044,1.2128585
1.16071335,-0.51420652
-0.4518948,-0.41868635
0.90534689,-0.44286498
-1.0619716,0.17088483
-0.5412182,0.76149531
-0.0704703,-0.01528587
-0.03632844,0.26000717
-0.62281992,1.23261171
-0.74170776,0.1343258
-0.95594261,0.09170509
-0.97947009,1.91143482
1.25942457,-1.02928517
-0.6145406,-0.19962579
-0.98151908,1.80236023
-0.22681334,0.42185733
-0.85887202,1.18619657
-0.26725433,0.576174
-1.12257461,0.4299767
-0.31551812,1.16241832
1.74005245,-1.48932359
-0.27611493,0.78144887
-0.54975257,1.04210612
-0.72402439,-0.10257788
1.34323093,-0.84427157
-0.71953842,1.07794534
-0.33525436,0.98164449
-0.47311759,0.81727061
-0.80698411,1.22811654
-0.66828471,1.21762861
1.61704939,-1.58857554
-0.64174529,-0.09956106
-0.26254275,0.83707431
-0.41449332,1.03909806
0.59732207,0.18599275
1.39981166,-0.94545464
-0.54977912,1.04373049
-0.70270194,-0.09027936
-1.26030096,0.98212214
-0.30189851,0.41148587
0.9685589,-0.47013133
-0.88127932,0.34069535
1.30492897,-1.08034693
1.58583927,-1.2512018
-0.82918132,-0.02362875
-1.27961294,1.03741119
-1.11271934,0.61882141
2.09726434,-2.4499732
-1.35406487,2.19004326
1.36168499,-1.08014482
1.10111539,-0.41167338
-0.92962096,1.47092229
-1.17103439,1.83207009
1.58317561,-1.32971002
-0.3272897,0.89854021
-0.32005566,0.66744153
-1.38768776,1.08080614
1.25524887,-0.87101654
-0.08482444,-0.83454284
-1.11294623,0.40315394
-0.53503047,1.12219343
-0.73301203,-0.36503794
1.04933398,-0.82254524
-0.68619577,1.71535142
1.35456941,-1.17821133
-0.55906302,-0.45095697
-0.44436717,0.68937376
0.94072343,-0.54091615
-1.15082673,0.33027122
-0.66206032,-0.2404325
-0.60674635,-0.46336309
0.85130361,-0.0496015
0.17679827,-0.04662164
1.23103523,-0.93148084
-0.92323178,1.88292352
-0.45038547,0.94061212
-1.37951585,1.04574971
1.25228651,-0.93077065
-1.11158664,2.0835719
1.15167581,-0.54116641
-0.34429151,-0.49912799
-0.16951219,0.31252231
1.47177847,-1.11014472
-1.03017636,2.02648231
-0.23301351,0.40163643
1.79187411,-1.66522397
-1.34165991,0.78796358
-0.71798461,-0.33647345
1.77077657,-1.97640214
-0.07293513,-1.43563166
0.98378225,-0.43218419
-0.19042489,0.67092998
-0.73640734,1.40824112
-0.78939487,0.24354722
1.50635266,-1.28639579
0.94194685,-0.44227354
-0.81499594,1.29576657
-0.8772447,1.65817285
-0.72150014,1.49940397
-0.66362717,0.99515415
0.94357227,-0.18012768
-0.13741342,0.31745411
-0.93015348,0.50649764
1.74771478,-1.84937498
-0.4968063,1.03545164
-0.69858708,-0.32878143
1.19230803,-0.97656393
-0.07798205,0.06910855
-0.07101147,0.24326233
1.6400878,-1.56765094
-0.88948485,0.221769
1.8680183,-1.74365235
1.63156435,-1.48706248
-0.773847,0.10112849
1.6966027,-1.62815365
-0.55414071,-0.28532446
1.86542856,-1.78704702
1.56117934,-1.35155069
1.4749158,-1.51521083
1.37033842,-1.35306911
1.17280622,-0.80154527
-1.59825394,1.2764783
-0.62214821,-0.17327651
-0.29066705,0.93114933
-0.39480297,-0.95244686
-0.78344772,0.18069096
-0.88308684,1.51456689
-1.40544039,1.13843533
-0.575264,0.12932125
-0.14457008,0.33733802
1.27016003,-0.78184307
-0.26205755,0.66285886
1.32259343,-1.07211346
-0.65677767,-0.07612932
-0.50302083,1.07308616
-0.59211423,0.948531
-0.70665972,1.22510282
-1.39381033,1.82442706
-0.75597075,-0.15610506
1.08245454,-0.66668831
-0.17240421,0.42809346
-1.05641461,1.67789137
-0.97022778,1.52018086
-0.31433688,-0.64760632
-1.23052138,2.00879244
-0.17673071,0.73869003
0.05080591,0.14937349
1.59716531,-1.46009591
-0.47022817,0.98188062
-0.61387566,-0.07737587
-0.45606189,1.22811869
1.47760796,-1.34749043
-0.48767049,-0.42025882
1.44770272,-1.48186419
-0.70202269,1.30142125
-1.09259711,0.2471535
1.1964977,-0.91952572
-0.76518208,0.31765344
1.46623568,-1.40280265
-1.35007651,1.96639805
-0.47678145,-0.46437569
-0.52052635,-0.20781282
0.78709263,-0.07169977
-0.91614071,1.55267614
-0.66083767,-0.11383962
-1.23789056,0.42550467
-0.47048764,1.09339112
1.64979541,-1.37337306
0.99458815,-0.50406781
-0.74650975,1.08650113
-0.93155427,0.24598496
1.14328383,-0.53600637
-0.85863064,1.52597269
-0.97769813,1.85572324
-0.9213875,1.48474413
-0.54448256,-0.08752556
-0.42897125,0.46748052
1.14184849,-0.70604148
1.41709217,-1.28038748
-0.461625,-0.6791596
1.37870402,-1.09446571
0.97976824,-0.49407968
-0.0545921,0.43110411
1.28677092,-1.00098924
-0.84284108,0.23962638
1.14606696,-0.71139911
1.81417208,-2.21599487
-0.59354273,0.8077208
-0.70513838,1.53017858
0.89005146,-0.70372109
-0.43785036,0.72500541
-0.15644479,0.57358561
-0.1681812,0.28550942
-0.61282593,-0.42843833
-0.46398592,-0.42429299
1.35170349,-1.03711352
-0.88892667,1.64474004
1.24747788,-0.76883559
-0.35141132,0.88728032
-0.19308297,0.40043296
-0.85028702,-0.04515104
-0.75888125,-0.09610259
1.47167839,-0.85671344
1.2685029,-0.97774912
-0.98697892,0.14899261
-0.77352422,1.60892805
1.21507113,-0.88271342
-0.79683177,-0.21601766
