"X", "Y"
-0.00361957,-1.19657711
-0.76692779,1.35090456
0.25292214,0.83328793
-0.96454929,1.33022867
-0.45579859,-0.27089549
0.23431446,0.83817988
-1.28373752,1.26903315
0.19402856,-1.42625847
0.35025016,1.04095378
-0.07476021,1.17210333
-1.09551997,1.24084918
0.08498104,-1.3389028
1.22923118,-1.3927739
1.03320084,-1.21848945
0.59048506,-1.64000859
0.65948876,-0.57470678
-0.65334277,1.47896265
1.42878688,-0.85482825
-0.32829884,-0.76572606
0.5585998,-1.45182843
1.72743092,0.19727314
0.72877632,-1.61109473
-0.48028824,1.48633144
0.24685106,-1.51301495
-1.76906459,0.27711784
-0.02803019,-1.25142275
-0.36129427,1.41190962
-0.43740927,-0.4612672
1.72142659,0.39065911
0.15901914,0.99963754
0.65526086,-1.47753327
-0.74639149,1.60859492
-0.1297271,1.46833214
-0.78118065,1.38736878
0.90186911,-1.30448792
-1.70471921,-0.30328108
1.71419436,0.42891574
-0.42932573,-0.73266765
-0.06338455,-1.09393875
0.13317575,0.9525069
-1.62123001,0.5310687
-0.56740699,1.44987032
1.51618568,-0.49542749
1.69856568,0.13171316
0.44782754,-1.62974434
-0.56017231,1.53734637
1.68108485,-0.19538323
-0.03818352,1.26391765
-0.08690572,1.48427
0.19650415,1.08306795
0.05822681,1.15843462
0.17680113,0.86077084
-0.3822389,-0.25664075
1.75406159,0.07630333
1.77056886,0.28321925
-1.38788265,1.10899737
0.25610779,-1.40618708
-1.793341,0.07530519
0.04530398,0.91926703
-1.41685556,0.78488904
-0.67333471,1.58907071
-0.06093876,1.13993944
0.45615424,0.32782539
-0.23083529,-0.75181524
-0.18271203,-1.04783212
0.16235731,-1.36240913
-0.6961015,1.25505894
0.60642742,-0.4442209
1.15281219,-1.28845291
0.64415562,-1.48678277
-0.39891756,-0.21660686
0.22973813,0.96912882
-0.18611921,1.51091756
0.09557628,1.06373346
0.0198352,1.32251178
-0.58935367,0.6005612
-0.14054648,-0.92800155
-0.11647791,1.25774764
-0.48363158,0.31321092
0.49852535,0.00330264
