"X", "Y"
-0.48048347,1.03326895
-0.77355413,0.85116829
-1.4818206,-1.91145773
-0.14883677,-0.14370665
0.40740298,0.5417844
1.18693746,0.76016231
-1.2505456,-1.14452931
-1.62256198,-0.80513469
-0.82222894,-1.36103133
1.30038839,1.1737018
1.52286141,0.58261309
1.13129099,0.59475659
-0.99752548,-1.0898252
1.2457383,0.81828525
-1.05289197,-0.94100345
0.92618952,-0.64720782
1.31718404,0.92482909
1.13672352,0.4989793
-1.06896008,-1.18514175
-0.67595924,-0.95915898
-1.15311783,-1.44046497
1.25204909,0.61237052
-1.0900689,-1.01279012
0.27298556,0.46807996
-0.91084742,-1.73124225
-0.37577724,0.69998087
1.35003854,0.48336961
0.12811171,0.27471084
1.19728621,0.52108199
-1.05350941,-1.68040557
-0.53704805,-0.26047901
-1.1898065,-1.58097636
-0.56391547,0.03098518
1.39553,,0.82632552
1.24305502,0.65530331
1.29082866,0.79166501
1.18366376,0.46093411
-0.22407641,0.66213979
1.17222061,0.70145354
-1.09636319,-0.87132296
-1.47520042,-1.0944445
-0.91129313,-1.03874657
-0.58066991,-0.4350346
-0.71280631,0.22151856
1.26700628,0.93848051
-0.89995866,-1.33113128
1.10928503,0.78155225
-1.39423557,-1.48094666
-0.50100524,-0.34112359
-0.04535866,-1.20397232
0.5006464,-0.07972022
-0.05955234,1.01258148
-0.96589057,-1.01158314
-1.29392519,-1.42157594
-0.26506481,1.98951277
1.1771617,0.65020865
-0.99344555,-1.28248779
-0.44099184,1.59081478
0.08043662,-0.276227,
-0.96231033,-0.11482869
0.17676739,0.11134573
-1.31926791,-1.20877392
0.91365562,2.0128337
1.37323312,0.71239633
0.46309023,0.8098948
-0.09700608,0.62836458
-1.08756542,-1.32190777
1.29340065,0.8508919
-0.63926073,0.06518767
0.56456218,1.28551038
-0.17500161,0.13581736
-0.71481071,0.24650233
-0.24277559,0.7738091
1.2559285,0.54117244
-0.96984144,-1.1835595
0.59690792,1.06423731
0.37448848,1.1684304
1.08696022,0.98077998
1.30193487,0.82455355
-0.09458703,0.6340697
-1.04993199,-1.26956881
-1.17158246,-0.64272292
-0.19992487,-0.61912172
1.14535455,0.81352125
-1.03473863,-0.94351987
