0.0689748,-0.074986,0.236086,-0.962449,0.0852529
-0.235415,0.501749,0.282839,-0.451124,0.637119
-0.25211,0.408059,0.135683,-0.194406,0.842602
0.545495,-0.0220683,0.347262,0.508409,0.568902
-0.0502987,0.251031,0.688162,-0.653529,0.182067
0.593666,0.241965,0.416382,0.451937,0.453037
-0.562147,0.364081,-0.513338,-0.479043,-0.234808
-0.0315535,-0.428459,0.162119,-0.869751,0.189502
-0.689538,0.614344,0.101071,0.348305,0.132843
0.106013,-0.30281,-0.482491,0.325677,0.747678
-0.185189,-0.153926,0.661518,-0.296377,0.643629
-0.331669,0.819031,-0.284862,0.369191,-0.0611746
-0.201691,0.794774,-0.332801,0.0369652,-0.464186
-0.465517,0.478749,0.555142,0.218838,-0.445033
-0.869169,-0.182763,-0.0117148,0.41306,-0.200493
-0.973514,0.118323,-0.0341851,-0.148667,-0.108581
-0.267827,-0.359976,-0.0771298,0.87579,0.154632
0.706098,0.613981,-0.0534534,-0.0501982,-0.3431
-0.417204,0.815673,-0.151389,0.108868,-0.353436
-0.592918,0.230517,-0.173952,-0.543162,-0.520998
0.0345117,-0.205285,-0.508527,0.788809,-0.274267
-0.130022,-0.4484,0.737444,-0.485992,0.0116667
0.0493373,-0.0287583,0.629359,-0.153621,0.758076
0.383504,-0.416211,-0.589324,-0.57726,0.0245034
0.238015,-0.0426177,0.130664,-0.329782,-0.900843
-0.261993,-0.792983,0.449637,-0.280467,0.143401
-0.338901,0.518567,-0.017933,-0.758772,0.204257
0.031431,0.215971,-0.497479,0.131726,0.829948
-0.287271,0.297898,0.462583,-0.227582,0.753817
-0.528525,-0.351169,-0.280899,-0.229575,0.679929
-0.531988,0.194425,0.129963,-0.00732913,0.814439
-0.214233,0.430477,0.564975,-0.615883,-0.274945
0.816138,-0.31096,-0.379434,0.120696,0.290451
-0.377558,-0.571434,0.401212,0.543973,-0.263546
-0.587068,-0.0261767,0.489316,-0.504031,-0.403327
0.396051,-0.269057,-0.111462,-0.602573,-0.629233
0.306139,-0.0374588,-0.670217,-0.459069,0.493568
-0.404442,0.41662,0.67263,0.114268,0.447916
-0.322666,-0.142896,0.901085,0.183476,-0.164921
-0.257007,0.635931,0.443481,0.318255,-0.478862
-0.8252,-0.221172,0.0805033,0.502284,-0.109826
0.416968,0.432448,-0.753092,-0.222607,0.142877
0.363206,-0.202235,-0.366344,-0.750587,-0.358263
-0.504316,0.242847,0.0382142,0.136257,0.817199
-0.416908,0.0905495,0.56817,-0.500711,-0.497623
-0.371952,-0.0484146,0.0507645,-0.7095,0.593868
-0.59235,0.317686,-0.575164,-0.306917,-0.353129
